Architecture,6-LUTs,FPGA Size,Device Utilization,IO Utilization,CLB Utilization,Number of Nets,CLBs,Total Wirelength,Total Logic Block Area,Total Used Logic Block Area,Total Routing Area,Per Logic Tile,Critical Path,Maximum Routing Channel Utilization,Maximum Routing Channel Coordinate,benchmark
vib_new_194,407,50x50,0.38,N/A,N/A,N/A,N/A,59658,1.47946,5.44193,2.42566e+07,2.42566,4.76833,0.28,"21,31",mkDelayWorker32B
vib_new_828,407,50x50,0.38,N/A,N/A,N/A,N/A,57762,1.47946,5.44193,2.78507e+07,2.78507,4.60362,0.28,"32,33",mkDelayWorker32B
vib_new_195,407,50x50,0.38,N/A,N/A,N/A,N/A,40968,1.47946,5.44193,2.40929e+07,2.40929,5.05332,0.23,"27,19",mkDelayWorker32B
vib_new_757,407,50x50,0.38,N/A,N/A,N/A,N/A,43796,1.47946,5.44193,3.25810e+07,3.25810,4.26336,0.23,"20,31",mkDelayWorker32B
vib_new_169,407,50x50,0.38,N/A,N/A,N/A,N/A,39915,1.47946,5.44193,2.70912e+07,2.70912,4.26438,0.28,"39,37",mkDelayWorker32B
vib_new_1050,407,50x50,0.38,N/A,N/A,N/A,N/A,44222,1.47946,5.44193,2.85522e+07,2.85522,5.035,0.25,"33,18",mkDelayWorker32B
vib_new_665,407,50x50,0.38,N/A,N/A,N/A,N/A,50265,1.47946,5.44193,2.03783e+07,2.03783,4.53063,0.34,"19,33",mkDelayWorker32B
vib_new_622,407,50x50,0.38,N/A,N/A,N/A,N/A,39658,1.47946,5.44193,3.45880e+07,3.45880,5.81642,0.26,"28,18",mkDelayWorker32B
vib_new_765,407,50x50,0.38,N/A,N/A,N/A,N/A,49289,1.47946,5.44193,1.92958e+07,1.92958,4.6071,0.31,"27,27",mkDelayWorker32B
vib_new_13,407,50x50,0.38,N/A,N/A,N/A,N/A,35673,1.47946,5.44193,3.21809e+07,3.21809,4.15965,0.25,"26,31",mkDelayWorker32B
vib_new_1362,407,50x50,0.38,N/A,N/A,N/A,N/A,40810,1.47946,5.44193,2.37365e+07,2.37365,4.96772,0.3,"26,19",mkDelayWorker32B
vib_new_236,407,50x50,0.38,N/A,N/A,N/A,N/A,39495,1.47946,5.44193,3.65268e+07,3.65268,4.63772,0.22,"33,21",mkDelayWorker32B
vib_new_646,407,50x50,0.38,N/A,N/A,N/A,N/A,43990,1.47946,5.44193,3.12540e+07,3.12540,4.72921,0.21,"21,37",mkDelayWorker32B
vib_new_182,407,50x50,0.38,N/A,N/A,N/A,N/A,40281,1.47946,5.44193,3.46846e+07,3.46846,4.29579,0.25,"33,19",mkDelayWorker32B
vib_new_920,407,50x50,0.38,N/A,N/A,N/A,N/A,50683,1.47946,5.44193,3.22957e+07,3.22957,4.42888,0.29,"19,25",mkDelayWorker32B
vib_new_801,407,50x50,0.38,N/A,N/A,N/A,N/A,44575,1.47946,5.44193,2.70865e+07,2.70865,4.78098,0.29,"30,25",mkDelayWorker32B
vib_new_1172,407,50x50,0.38,N/A,N/A,N/A,N/A,42515,1.47946,5.44193,2.73495e+07,2.73495,5.0938,0.29,"36,29",mkDelayWorker32B
vib_new_532,407,50x50,0.38,N/A,N/A,N/A,N/A,42534,1.47946,5.44193,1.92743e+07,1.92743,4.52926,0.32,"12,37",mkDelayWorker32B
vib_new_135,407,50x50,0.38,N/A,N/A,N/A,N/A,40494,1.47946,5.44193,2.66678e+07,2.66678,4.42259,0.19,"16,25",mkDelayWorker32B
vib_new_101,407,50x50,0.38,N/A,N/A,N/A,N/A,44711,1.47946,5.44193,2.34110e+07,2.34110,4.84224,0.39,"27,25",mkDelayWorker32B
vib_new_1267,407,50x50,0.38,N/A,N/A,N/A,N/A,38590,1.47946,5.44193,2.93166e+07,2.93166,4.69736,0.34,"20,25",mkDelayWorker32B
vib_new_179,407,50x50,0.38,N/A,N/A,N/A,N/A,44357,1.47946,5.44193,2.15415e+07,2.15415,4.32125,0.29,"33,36",mkDelayWorker32B
vib_new_1263,407,50x50,0.38,N/A,N/A,N/A,N/A,42135,1.47946,5.44193,2.67403e+07,2.67403,4.86448,0.26,"30,27",mkDelayWorker32B
vib_new_1150,407,50x50,0.38,N/A,N/A,N/A,N/A,38407,1.47946,5.44193,3.08763e+07,3.08763,5.48612,0.19,"22,25",mkDelayWorker32B
vib_new_514,407,50x50,0.38,N/A,N/A,N/A,N/A,37615,1.47946,5.44193,2.21259e+07,2.21259,6.06397,0.28,"22,37",mkDelayWorker32B
vib_new_677,407,50x50,0.38,N/A,N/A,N/A,N/A,40197,1.47946,5.44193,3.85134e+07,3.85134,4.69487,0.22,"14,26",mkDelayWorker32B
vib_new_1262,407,50x50,0.38,N/A,N/A,N/A,N/A,35360,1.47946,5.44193,3.19694e+07,3.19694,4.41486,0.27,"12,37",mkDelayWorker32B
vib_new_410,407,50x50,0.38,N/A,N/A,N/A,N/A,38371,1.47946,5.44193,2.66156e+07,2.66156,5.13713,0.36,"28,19",mkDelayWorker32B
vib_new_861,407,50x50,0.38,N/A,N/A,N/A,N/A,35593,1.47946,5.44193,3.49373e+07,3.49373,4.89833,0.23,"38,19",mkDelayWorker32B
vib_new_1482,407,50x50,0.38,N/A,N/A,N/A,N/A,38998,1.47946,5.44193,2.41922e+07,2.41922,4.74369,0.3,"25,19",mkDelayWorker32B
vib_new_276,407,50x50,0.38,N/A,N/A,N/A,N/A,43297,1.47946,5.44193,2.33262e+07,2.33262,5.62356,0.28,"38,34",mkDelayWorker32B
vib_new_519,407,50x50,0.38,N/A,N/A,N/A,N/A,50348,1.47946,5.44193,2.13869e+07,2.13869,4.48866,0.35,"38,35",mkDelayWorker32B
vib_new_730,407,50x50,0.38,N/A,N/A,N/A,N/A,47441,1.47946,5.44193,3.09520e+07,3.09520,4.15478,0.32,"23,25",mkDelayWorker32B
vib_new_138,407,50x50,0.38,N/A,N/A,N/A,N/A,47901,1.47946,5.44193,3.13918e+07,3.13918,5.22957,0.28,"33,30",mkDelayWorker32B
vib_new_1051,407,50x50,0.38,N/A,N/A,N/A,N/A,45164,1.47946,5.44193,2.76403e+07,2.76403,4.73924,0.33,"13,31",mkDelayWorker32B
vib_new_1210,407,50x50,0.38,N/A,N/A,N/A,N/A,39220,1.47946,5.44193,3.07563e+07,3.07563,4.78131,0.4,"28,25",mkDelayWorker32B
vib_new_393,407,50x50,0.38,N/A,N/A,N/A,N/A,44492,1.47946,5.44193,2.49019e+07,2.49019,4.61602,0.31,"14,18",mkDelayWorker32B
vib_new_1247,407,50x50,0.38,N/A,N/A,N/A,N/A,39276,1.47946,5.44193,2.70228e+07,2.70228,4.32453,0.31,"39,25",mkDelayWorker32B
vib_new_673,407,50x50,0.38,N/A,N/A,N/A,N/A,48451,1.47946,5.44193,2.40939e+07,2.40939,5.22704,0.38,"15,24",mkDelayWorker32B
vib_new_1430,407,50x50,0.38,N/A,N/A,N/A,N/A,38048,1.47946,5.44193,2.57799e+07,2.57799,5.16985,0.24,"38,28",mkDelayWorker32B
vib_new_321,407,50x50,0.38,N/A,N/A,N/A,N/A,51152,1.47946,5.44193,2.66923e+07,2.66923,4.32741,0.24,"15,25",mkDelayWorker32B
vib_new_1234,407,50x50,0.38,N/A,N/A,N/A,N/A,41609,1.47946,5.44193,2.31835e+07,2.31835,5.42806,0.26,"21,42",mkDelayWorker32B
vib_new_425,407,50x50,0.38,N/A,N/A,N/A,N/A,36313,1.47946,5.44193,3.11613e+07,3.11613,4.87213,0.29,"39,37",mkDelayWorker32B
vib_new_1152,407,50x50,0.38,N/A,N/A,N/A,N/A,35940,1.47946,5.44193,2.79255e+07,2.79255,4.17049,0.4,"31,19",mkDelayWorker32B
vib_new_1194,407,50x50,0.38,N/A,N/A,N/A,N/A,44197,1.47946,5.44193,2.20242e+07,2.20242,4.94748,0.24,"14,37",mkDelayWorker32B
vib_new_270,407,50x50,0.38,N/A,N/A,N/A,N/A,41277,1.47946,5.44193,2.56073e+07,2.56073,4.25801,0.23,"14,25",mkDelayWorker32B
vib_new_255,407,50x50,0.38,N/A,N/A,N/A,N/A,46286,1.47946,5.44193,2.87312e+07,2.87312,5.08247,0.31,"15,35",mkDelayWorker32B
vib_new_1389,407,50x50,0.38,N/A,N/A,N/A,N/A,43661,1.47946,5.44193,2.74586e+07,2.74586,4.86206,0.26,"32,16",mkDelayWorker32B
vib_new_372,407,50x50,0.38,N/A,N/A,N/A,N/A,38870,1.47946,5.44193,3.04522e+07,3.04522,4.6954,0.28,"20,28",mkDelayWorker32B
vib_new_258,407,50x50,0.38,N/A,N/A,N/A,N/A,36413,1.47946,5.44193,2.72052e+07,2.72052,4.70036,0.35,"38,19",mkDelayWorker32B
vib_new_660,407,50x50,0.38,N/A,N/A,N/A,N/A,38677,1.47946,5.44193,3.35094e+07,3.35094,5.64997,0.32,"39,31",mkDelayWorker32B
vib_new_1119,407,50x50,0.38,N/A,N/A,N/A,N/A,44966,1.47946,5.44193,1.96453e+07,1.96453,4.19945,0.32,"15,19",mkDelayWorker32B
vib_new_1147,407,50x50,0.38,N/A,N/A,N/A,N/A,40945,1.47946,5.44193,2.48611e+07,2.48611,4.95921,0.29,"20,25",mkDelayWorker32B
vib_new_1011,407,50x50,0.38,N/A,N/A,N/A,N/A,40823,1.47946,5.44193,2.26328e+07,2.26328,4.84979,0.32,"18,37",mkDelayWorker32B
vib_new_1470,407,50x50,0.38,N/A,N/A,N/A,N/A,43501,1.47946,5.44193,2.50301e+07,2.50301,4.89068,0.29,"31,22",mkDelayWorker32B
vib_new_1282,407,50x50,0.38,N/A,N/A,N/A,N/A,49297,1.47946,5.44193,2.75760e+07,2.75760,4.93537,0.21,"10,25",mkDelayWorker32B
vib_new_570,407,50x50,0.38,N/A,N/A,N/A,N/A,32487,1.47946,5.44193,2.73196e+07,2.73196,5.66356,0.24,"43,36",mkDelayWorker32B
vib_new_248,407,50x50,0.38,N/A,N/A,N/A,N/A,40590,1.47946,5.44193,3.17247e+07,3.17247,4.54291,0.19,"20,10",mkDelayWorker32B
vib_new_1325,407,50x50,0.38,N/A,N/A,N/A,N/A,42521,1.47946,5.44193,2.41083e+07,2.41083,4.266,0.32,"21,31",mkDelayWorker32B
vib_new_669,407,50x50,0.38,N/A,N/A,N/A,N/A,39053,1.47946,5.44193,3.27461e+07,3.27461,4.99742,0.3,"13,31",mkDelayWorker32B
vib_new_1414,407,50x50,0.38,N/A,N/A,N/A,N/A,42804,1.47946,5.44193,3.07531e+07,3.07531,4.41999,0.23,"31,25",mkDelayWorker32B
vib_new_1439,407,50x50,0.38,N/A,N/A,N/A,N/A,38156,1.47946,5.44193,2.97539e+07,2.97539,4.66366,0.21,"33,42",mkDelayWorker32B
vib_new_752,407,50x50,0.38,N/A,N/A,N/A,N/A,37025,1.47946,5.44193,2.87258e+07,2.87258,4.53542,0.25,"18,31",mkDelayWorker32B
vib_new_638,407,50x50,0.38,N/A,N/A,N/A,N/A,41483,1.47946,5.44193,3.13967e+07,3.13967,4.43702,0.24,"27,25",mkDelayWorker32B
vib_new_44,407,50x50,0.38,N/A,N/A,N/A,N/A,46191,1.47946,5.44193,3.41891e+07,3.41891,4.57955,0.29,"16,27",mkDelayWorker32B
vib_new_1096,407,50x50,0.38,N/A,N/A,N/A,N/A,53737,1.47946,5.44193,2.30021e+07,2.30021,4.95662,0.35,"20,36",mkDelayWorker32B
vib_new_35,407,50x50,0.38,N/A,N/A,N/A,N/A,43144,1.47946,5.44193,3.00635e+07,3.00635,4.4207,0.24,"39,37",mkDelayWorker32B
vib_new_147,407,50x50,0.38,N/A,N/A,N/A,N/A,41622,1.47946,5.44193,2.44691e+07,2.44691,5.29997,0.34,"23,34",mkDelayWorker32B
vib_new_1356,407,50x50,0.38,N/A,N/A,N/A,N/A,39309,1.47946,5.44193,2.61163e+07,2.61163,5.28115,0.23,"20,29",mkDelayWorker32B
vib_new_1383,407,50x50,0.38,N/A,N/A,N/A,N/A,48550,1.47946,5.44193,2.88209e+07,2.88209,4.50874,0.28,"15,22",mkDelayWorker32B
vib_new_337,407,50x50,0.38,N/A,N/A,N/A,N/A,38672,1.47946,5.44193,1.89134e+07,1.89134,5.15965,0.29,"20,36",mkDelayWorker32B
vib_new_1309,407,50x50,0.38,N/A,N/A,N/A,N/A,37438,1.47946,5.44193,2.66735e+07,2.66735,5.28714,0.35,"18,31",mkDelayWorker32B
vib_new_603,407,50x50,0.38,N/A,N/A,N/A,N/A,38420,1.47946,5.44193,2.33588e+07,2.33588,4.66056,0.3,"15,40",mkDelayWorker32B
vib_new_1162,407,50x50,0.38,N/A,N/A,N/A,N/A,37377,1.47946,5.44193,2.51937e+07,2.51937,4.87139,0.27,"21,36",mkDelayWorker32B
vib_new_1022,407,50x50,0.38,N/A,N/A,N/A,N/A,45965,1.47946,5.44193,2.75508e+07,2.75508,4.657,0.31,"23,25",mkDelayWorker32B
vib_new_215,407,50x50,0.38,N/A,N/A,N/A,N/A,45617,1.47946,5.44193,2.42836e+07,2.42836,4.74372,0.3,"21,41",mkDelayWorker32B
vib_new_1498,407,50x50,0.38,N/A,N/A,N/A,N/A,35773,1.47946,5.44193,2.68972e+07,2.68972,4.91309,0.28,"21,35",mkDelayWorker32B
vib_new_108,407,50x50,0.38,N/A,N/A,N/A,N/A,51490,1.47946,5.44193,3.05168e+07,3.05168,4.78749,0.29,"38,30",mkDelayWorker32B
vib_new_100,407,50x50,0.38,N/A,N/A,N/A,N/A,42801,1.47946,5.44193,3.02311e+07,3.02311,4.83245,0.23,"33,28",mkDelayWorker32B
vib_new_608,407,50x50,0.38,N/A,N/A,N/A,N/A,37020,1.47946,5.44193,2.73872e+07,2.73872,5.33805,0.33,"39,37",mkDelayWorker32B
vib_new_61,407,50x50,0.38,N/A,N/A,N/A,N/A,44841,1.47946,5.44193,3.00390e+07,3.00390,4.1892,0.2,"34,19",mkDelayWorker32B
vib_new_1129,407,50x50,0.38,N/A,N/A,N/A,N/A,37438,1.47946,5.44193,3.13073e+07,3.13073,4.65945,0.34,"20,47",mkDelayWorker32B
vib_new_923,407,50x50,0.38,N/A,N/A,N/A,N/A,49184,1.47946,5.44193,1.98040e+07,1.98040,4.59371,0.35,"16,39",mkDelayWorker32B
vib_new_56,407,50x50,0.38,N/A,N/A,N/A,N/A,46733,1.47946,5.44193,2.04300e+07,2.04300,4.73326,0.31,"30,31",mkDelayWorker32B
vib_new_1475,407,50x50,0.38,N/A,N/A,N/A,N/A,41124,1.47946,5.44193,2.14519e+07,2.14519,4.75633,0.4,"35,43",mkDelayWorker32B
vib_new_696,407,50x50,0.38,N/A,N/A,N/A,N/A,41954,1.47946,5.44193,2.51443e+07,2.51443,4.45366,0.35,"33,41",mkDelayWorker32B
vib_new_1074,407,50x50,0.38,N/A,N/A,N/A,N/A,46425,1.47946,5.44193,2.43618e+07,2.43618,4.71689,0.25,"38,31",mkDelayWorker32B
vib_new_654,407,50x50,0.38,N/A,N/A,N/A,N/A,40153,1.47946,5.44193,3.01918e+07,3.01918,5.8068,0.25,"37,34",mkDelayWorker32B
vib_new_1459,407,50x50,0.38,N/A,N/A,N/A,N/A,50655,1.47946,5.44193,1.89824e+07,1.89824,4.89766,0.34,"33,29",mkDelayWorker32B
vib_new_645,407,50x50,0.38,N/A,N/A,N/A,N/A,42022,1.47946,5.44193,2.90002e+07,2.90002,4.46582,0.48,"31,25",mkDelayWorker32B
vib_new_627,407,50x50,0.38,N/A,N/A,N/A,N/A,39853,1.47946,5.44193,3.18775e+07,3.18775,4.32969,0.22,"22,31",mkDelayWorker32B
vib_new_844,407,50x50,0.38,N/A,N/A,N/A,N/A,53886,1.47946,5.44193,2.60799e+07,2.60799,4.45733,0.29,"29,25",mkDelayWorker32B
vib_new_301,407,50x50,0.38,N/A,N/A,N/A,N/A,48232,1.47946,5.44193,3.14936e+07,3.14936,4.65354,0.3,"37,26",mkDelayWorker32B
vib_new_1236,407,50x50,0.38,N/A,N/A,N/A,N/A,43845,1.47946,5.44193,3.08874e+07,3.08874,4.94237,0.45,"26,19",mkDelayWorker32B
vib_new_513,407,50x50,0.38,N/A,N/A,N/A,N/A,38911,1.47946,5.44193,2.37936e+07,2.37936,4.52505,0.28,"28,19",mkDelayWorker32B
vib_new_476,407,50x50,0.38,N/A,N/A,N/A,N/A,55198,1.47946,5.44193,2.74562e+07,2.74562,4.60751,0.28,"23,25",mkDelayWorker32B
vib_new_1240,407,50x50,0.38,N/A,N/A,N/A,N/A,37015,1.47946,5.44193,2.58875e+07,2.58875,6.40024,0.33,"38,17",mkDelayWorker32B
vib_new_618,407,50x50,0.38,N/A,N/A,N/A,N/A,40191,1.47946,5.44193,4.10242e+07,4.10242,4.46499,0.2,"21,24",mkDelayWorker32B
vib_new_79,407,50x50,0.38,N/A,N/A,N/A,N/A,40811,1.47946,5.44193,2.81432e+07,2.81432,4.65664,0.24,"33,18",mkDelayWorker32B
vib_new_1081,407,50x50,0.38,N/A,N/A,N/A,N/A,38299,1.47946,5.44193,2.38127e+07,2.38127,5.02176,0.27,"15,33",mkDelayWorker32B
vib_new_325,407,50x50,0.38,N/A,N/A,N/A,N/A,50936,1.47946,5.44193,2.50639e+07,2.50639,5.02374,0.33,"37,28",mkDelayWorker32B
vib_new_457,407,50x50,0.38,N/A,N/A,N/A,N/A,31696,1.47946,5.44193,3.42940e+07,3.42940,4.9928,0.29,"38,18",mkDelayWorker32B
vib_new_364,407,50x50,0.38,N/A,N/A,N/A,N/A,39049,1.47946,5.44193,3.06480e+07,3.06480,4.73357,0.32,"31,25",mkDelayWorker32B
vib_new_921,407,50x50,0.38,N/A,N/A,N/A,N/A,39364,1.47946,5.44193,2.86585e+07,2.86585,4.81417,0.32,"33,28",mkDelayWorker32B
vib_new_1182,407,50x50,0.38,N/A,N/A,N/A,N/A,40182,1.47946,5.44193,2.70879e+07,2.70879,4.40469,0.3,"33,20",mkDelayWorker32B
vib_new_486,407,50x50,0.38,N/A,N/A,N/A,N/A,36408,1.47946,5.44193,3.24773e+07,3.24773,4.88489,0.38,"27,25",mkDelayWorker32B
vib_new_1111,407,50x50,0.38,N/A,N/A,N/A,N/A,45543,1.47946,5.44193,2.02813e+07,2.02813,4.68842,0.33,"32,34",mkDelayWorker32B
vib_new_711,407,50x50,0.38,N/A,N/A,N/A,N/A,40625,1.47946,5.44193,2.88320e+07,2.88320,4.50805,0.39,"27,19",mkDelayWorker32B
vib_new_887,407,50x50,0.38,N/A,N/A,N/A,N/A,43171,1.47946,5.44193,2.81102e+07,2.81102,4.5815,0.44,"27,25",mkDelayWorker32B
vib_new_1277,407,50x50,0.38,N/A,N/A,N/A,N/A,35864,1.47946,5.44193,2.60535e+07,2.60535,4.9931,0.37,"33,37",mkDelayWorker32B
vib_new_678,407,50x50,0.38,N/A,N/A,N/A,N/A,46423,1.47946,5.44193,2.62479e+07,2.62479,4.67134,0.33,"19,34",mkDelayWorker32B
vib_new_1153,407,50x50,0.38,N/A,N/A,N/A,N/A,45342,1.47946,5.44193,3.03606e+07,3.03606,5.34769,0.29,"25,33",mkDelayWorker32B
vib_new_1366,407,50x50,0.38,N/A,N/A,N/A,N/A,54727,1.47946,5.44193,3.21153e+07,3.21153,5.01128,0.28,"26,16",mkDelayWorker32B
vib_new_1365,407,50x50,0.38,N/A,N/A,N/A,N/A,37970,1.47946,5.44193,2.52572e+07,2.52572,4.2545,0.29,"31,37",mkDelayWorker32B
vib_new_555,407,50x50,0.38,N/A,N/A,N/A,N/A,35397,1.47946,5.44193,3.47140e+07,3.47140,5.26172,0.27,"44,12",mkDelayWorker32B
vib_new_397,407,50x50,0.38,N/A,N/A,N/A,N/A,40690,1.47946,5.44193,2.44774e+07,2.44774,4.36693,0.32,"38,37",mkDelayWorker32B
vib_new_687,407,50x50,0.38,N/A,N/A,N/A,N/A,39262,1.47946,5.44193,2.42982e+07,2.42982,5.5898,0.29,"26,31",mkDelayWorker32B
vib_new_1090,407,50x50,0.38,N/A,N/A,N/A,N/A,61096,1.47946,5.44193,2.43884e+07,2.43884,4.47261,0.32,"13,34",mkDelayWorker32B
vib_new_962,407,50x50,0.38,N/A,N/A,N/A,N/A,41184,1.47946,5.44193,2.21900e+07,2.21900,4.51181,0.45,"23,25",mkDelayWorker32B
vib_new_399,407,50x50,0.38,N/A,N/A,N/A,N/A,45403,1.47946,5.44193,2.21155e+07,2.21155,4.21199,0.35,"38,31",mkDelayWorker32B
vib_new_1095,407,50x50,0.38,N/A,N/A,N/A,N/A,58313,1.47946,5.44193,1.75139e+07,1.75139,4.68929,0.33,"38,30",mkDelayWorker32B
vib_new_877,407,50x50,0.38,N/A,N/A,N/A,N/A,36955,1.47946,5.44193,3.07417e+07,3.07417,4.23092,0.25,"20,31",mkDelayWorker32B
vib_new_392,407,50x50,0.38,N/A,N/A,N/A,N/A,35199,1.47946,5.44193,3.05021e+07,3.05021,5.29179,0.22,"20,17",mkDelayWorker32B
vib_new_1384,407,50x50,0.38,N/A,N/A,N/A,N/A,41845,1.47946,5.44193,3.48431e+07,3.48431,5.74039,0.21,"33,43",mkDelayWorker32B
vib_new_1348,407,50x50,0.38,N/A,N/A,N/A,N/A,37312,1.47946,5.44193,2.90575e+07,2.90575,5.29666,0.22,"37,29",mkDelayWorker32B
vib_new_892,407,50x50,0.38,N/A,N/A,N/A,N/A,39803,1.47946,5.44193,2.62151e+07,2.62151,4.84178,0.24,"19,31",mkDelayWorker32B
vib_new_1221,407,50x50,0.38,N/A,N/A,N/A,N/A,35003,1.47946,5.44193,2.50138e+07,2.50138,4.2173,0.22,"32,16",mkDelayWorker32B
vib_new_474,407,50x50,0.38,N/A,N/A,N/A,N/A,49789,1.47946,5.44193,3.70768e+07,3.70768,5.11275,0.27,"20,30",mkDelayWorker32B
vib_new_613,407,50x50,0.38,N/A,N/A,N/A,N/A,37410,1.47946,5.44193,2.89911e+07,2.89911,4.16958,0.41,"24,31",mkDelayWorker32B
vib_new_1220,407,50x50,0.38,N/A,N/A,N/A,N/A,37019,1.47946,5.44193,2.61163e+07,2.61163,5.30562,0.19,"21,42",mkDelayWorker32B
vib_new_109,407,50x50,0.38,N/A,N/A,N/A,N/A,54875,1.47946,5.44193,2.79515e+07,2.79515,4.88343,0.28,"28,19",mkDelayWorker32B
vib_new_1329,407,50x50,0.38,N/A,N/A,N/A,N/A,37909,1.47946,5.44193,2.89325e+07,2.89325,5.39424,0.29,"20,29",mkDelayWorker32B
vib_new_576,407,50x50,0.38,N/A,N/A,N/A,N/A,49007,1.47946,5.44193,2.85433e+07,2.85433,4.75383,0.21,"31,24",mkDelayWorker32B
vib_new_937,407,50x50,0.38,N/A,N/A,N/A,N/A,38525,1.47946,5.44193,3.33602e+07,3.33602,5.13768,0.23,"14,37",mkDelayWorker32B
vib_new_969,407,50x50,0.38,N/A,N/A,N/A,N/A,35129,1.47946,5.44193,2.72734e+07,2.72734,5.69463,0.28,"15,40",mkDelayWorker32B
vib_new_1097,407,50x50,0.38,N/A,N/A,N/A,N/A,48787,1.47946,5.44193,2.28453e+07,2.28453,5.10065,0.39,"22,31",mkDelayWorker32B
vib_new_580,407,50x50,0.38,N/A,N/A,N/A,N/A,37905,1.47946,5.44193,2.47451e+07,2.47451,4.8746,0.31,"25,25",mkDelayWorker32B
vib_new_952,407,50x50,0.38,N/A,N/A,N/A,N/A,35324,1.47946,5.44193,2.69641e+07,2.69641,4.94512,0.37,"15,31",mkDelayWorker32B
vib_new_183,407,50x50,0.38,N/A,N/A,N/A,N/A,48565,1.47946,5.44193,3.18065e+07,3.18065,4.78593,0.35,"38,37",mkDelayWorker32B
vib_new_1229,407,50x50,0.38,N/A,N/A,N/A,N/A,40951,1.47946,5.44193,3.39903e+07,3.39903,4.84681,0.27,"20,31",mkDelayWorker32B
vib_new_125,407,50x50,0.38,N/A,N/A,N/A,N/A,35893,1.47946,5.44193,2.55148e+07,2.55148,5.47575,0.32,"37,15",mkDelayWorker32B
vib_new_241,407,50x50,0.38,N/A,N/A,N/A,N/A,40599,1.47946,5.44193,1.94553e+07,1.94553,6.27544,0.32,"19,32",mkDelayWorker32B
vib_new_1167,407,50x50,0.38,N/A,N/A,N/A,N/A,43750,1.47946,5.44193,2.76590e+07,2.76590,4.92904,0.26,"23,25",mkDelayWorker32B
vib_new_1163,407,50x50,0.38,N/A,N/A,N/A,N/A,47077,1.47946,5.44193,2.03330e+07,2.03330,4.32517,0.29,"16,25",mkDelayWorker32B
vib_new_1118,407,50x50,0.38,N/A,N/A,N/A,N/A,38704,1.47946,5.44193,2.53067e+07,2.53067,4.38929,0.25,"23,19",mkDelayWorker32B
vib_new_888,407,50x50,0.38,N/A,N/A,N/A,N/A,47961,1.47946,5.44193,2.31335e+07,2.31335,4.70577,0.39,"20,30",mkDelayWorker32B
vib_new_87,407,50x50,0.38,N/A,N/A,N/A,N/A,38777,1.47946,5.44193,3.35959e+07,3.35959,4.22694,0.22,"31,19",mkDelayWorker32B
vib_new_222,407,50x50,0.38,N/A,N/A,N/A,N/A,41681,1.47946,5.44193,3.49598e+07,3.49598,5.38632,0.24,"22,24",mkDelayWorker32B
vib_new_763,407,50x50,0.38,N/A,N/A,N/A,N/A,35438,1.47946,5.44193,3.20267e+07,3.20267,4.22494,0.18,"20,25",mkDelayWorker32B
vib_new_1480,407,50x50,0.38,N/A,N/A,N/A,N/A,40672,1.47946,5.44193,2.83735e+07,2.83735,4.77941,0.27,"22,31",mkDelayWorker32B
vib_new_103,407,50x50,0.38,N/A,N/A,N/A,N/A,49955,1.47946,5.44193,2.60966e+07,2.60966,4.43144,0.32,"38,37",mkDelayWorker32B
vib_new_6,407,50x50,0.38,N/A,N/A,N/A,N/A,49535,1.47946,5.44193,3.54688e+07,3.54688,4.52226,0.21,"14,29",mkDelayWorker32B
vib_new_979,407,50x50,0.38,N/A,N/A,N/A,N/A,51294,1.47946,5.44193,2.70316e+07,2.70316,4.77211,0.29,"13,31",mkDelayWorker32B
vib_new_180,407,50x50,0.38,N/A,N/A,N/A,N/A,37951,1.47946,5.44193,2.73770e+07,2.73770,4.17642,0.27,"17,31",mkDelayWorker32B
vib_new_499,407,50x50,0.38,N/A,N/A,N/A,N/A,40395,1.47946,5.44193,2.56087e+07,2.56087,5.38326,0.29,"21,24",mkDelayWorker32B
vib_new_1037,407,50x50,0.38,N/A,N/A,N/A,N/A,35054,1.47946,5.44193,3.19410e+07,3.19410,5.37252,0.26,"43,17",mkDelayWorker32B
vib_new_807,407,50x50,0.38,N/A,N/A,N/A,N/A,45629,1.47946,5.44193,2.34030e+07,2.34030,5.01928,0.27,"13,25",mkDelayWorker32B
vib_new_1232,407,50x50,0.38,N/A,N/A,N/A,N/A,46876,1.47946,5.44193,2.25975e+07,2.25975,4.53255,0.28,"15,6",mkDelayWorker32B
vib_new_708,407,50x50,0.38,N/A,N/A,N/A,N/A,35875,1.47946,5.44193,2.53660e+07,2.53660,4.40272,0.31,"38,36",mkDelayWorker32B
vib_new_1171,407,50x50,0.38,N/A,N/A,N/A,N/A,50029,1.47946,5.44193,2.37437e+07,2.37437,4.20677,0.35,"39,19",mkDelayWorker32B
vib_new_264,407,50x50,0.38,N/A,N/A,N/A,N/A,41369,1.47946,5.44193,2.67958e+07,2.67958,4.46135,0.3,"38,17",mkDelayWorker32B
vib_new_542,407,50x50,0.38,N/A,N/A,N/A,N/A,40146,1.47946,5.44193,2.60524e+07,2.60524,5.03332,0.37,"16,43",mkDelayWorker32B
vib_new_191,407,50x50,0.38,N/A,N/A,N/A,N/A,39699,1.47946,5.44193,2.49958e+07,2.49958,4.46668,0.37,"30,31",mkDelayWorker32B
vib_new_1077,407,50x50,0.38,N/A,N/A,N/A,N/A,38882,1.47946,5.44193,2.83357e+07,2.83357,4.30623,0.28,"21,37",mkDelayWorker32B
